0, 982, 300, -0.789556086063385
1, 1016, 258, -0.7622143626213074
2, 1033, 257, -0.7624323964118958
3, 1050, 257, -0.7626410126686096
4, 957, 258, -0.7617600560188293
5, 940, 258, -0.7615991234779358
6, 923, 258, -0.7619813084602356
7, 1077, 272, -0.5070719122886658
8, 905, 270, -0.4928385317325592
9, 1020, 349, -0.6884385943412781
10, 949, 352, -0.6848809123039246
11, 1224, 552, -0.3114815056324005
12, 762, 525, -0.30563896894454956
13, 1273, 899, -0.21232843399047852
14, 684, 872, -0.21876658499240875
15, 1315, 1142, -0.45253297686576843
16, 657, 1119, -0.488182008266449
17, 1345, 1230, -0.5289890170097351
18, 645, 1202, -0.5631979703903198
19, 1319, 1225, -0.5914960503578186
20, 669, 1180, -0.6401541829109192
21, 1294, 1190, -0.48724037408828735
22, 679, 1155, -0.5266138911247253
23, 1095, 1163, -0.045692410320043564
24, 828, 1151, 0.0477994903922081
25, 1089, 1636, 0.030919572338461876
26, 790, 1637, 0.22693376243114471
27, 1075, 2036, 0.5439727902412415
28, 780, 2044, 0.7145246267318726
29, 1078, 2101, 0.5762053728103638
30, 775, 2114, 0.7544859051704407
31, 1022, 2191, 0.23203681409358978
32, 813, 2185, 0.38555338978767395
0, 983, 303, -0.7814241647720337
1, 1016, 259, -0.7551103234291077
2, 1034, 258, -0.7553049325942993
3, 1050, 258, -0.7555111050605774
4, 958, 261, -0.7555029392242432
5, 940, 261, -0.7553334832191467
6, 923, 261, -0.7557404637336731
7, 1076, 273, -0.49473893642425537
8, 905, 274, -0.48367616534233093
9, 1020, 350, -0.677150309085846
10, 949, 353, -0.6745814681053162
11, 1222, 549, -0.2958424389362335
12, 760, 524, -0.29458311200141907
13, 1267, 893, -0.17931503057479858
14, 682, 869, -0.20073698461055756
15, 1308, 1142, -0.41318416595458984
16, 657, 1115, -0.46706241369247437
17, 1326, 1223, -0.48558178544044495
18, 646, 1194, -0.5408509373664856
19, 1312, 1225, -0.550119936466217
20, 670, 1170, -0.6159672141075134
21, 1287, 1190, -0.44789981842041016
22, 679, 1144, -0.503930389881134
23, 1094, 1172, -0.0471685491502285
24, 821, 1159, 0.04925477132201195
25, 1089, 1645, 0.007218089886009693
26, 783, 1647, 0.23128901422023773
27, 1077, 2058, 0.5144103169441223
28, 780, 2062, 0.7353544235229492
29, 1081, 2118, 0.5467026233673096
30, 776, 2128, 0.777673602104187
31, 1025, 2218, 0.19504402577877045
32, 814, 2205, 0.4012601673603058
0, 984, 305, -0.8094163537025452
1, 1017, 259, -0.783105194568634
2, 1034, 258, -0.783296525478363
3, 1050, 258, -0.7835110425949097
4, 958, 262, -0.7834736704826355
5, 940, 262, -0.7832929491996765
6, 923, 262, -0.7836975455284119
7, 1076, 274, -0.5124781727790833
8, 905, 276, -0.5002155900001526
9, 1020, 350, -0.7005175352096558
10, 949, 353, -0.6977649927139282
11, 1221, 546, -0.30635887384414673
12, 758, 524, -0.2971190810203552
13, 1265, 891, -0.1852583885192871
14, 682, 867, -0.20297172665596008
15, 1303, 1142, -0.4216300845146179
16, 663, 1112, -0.46786630153656006
17, 1316, 1224, -0.4952854812145233
18, 657, 1193, -0.5430262088775635
19, 1306, 1225, -0.5585404634475708
20, 683, 1167, -0.6163163781166077
21, 1282, 1190, -0.45632204413414
22, 691, 1137, -0.504951000213623
23, 1094, 1176, -0.05141118913888931
24, 821, 1164, 0.053489185869693756
25, 1091, 1651, -0.004238096997141838
26, 784, 1652, 0.24963195621967316
27, 1084, 2066, 0.5151788592338562
28, 785, 2069, 0.7853337526321411
29, 1088, 2125, 0.5480801463127136
30, 782, 2134, 0.8307155966758728
31, 1031, 2228, 0.18755023181438446
32, 821, 2212, 0.44442421197891235
0, 984, 305, -0.8235099911689758
1, 1017, 259, -0.7977812886238098
2, 1034, 259, -0.7979689836502075
3, 1050, 258, -0.7981836199760437
4, 958, 262, -0.7983142733573914
5, 940, 263, -0.7981548309326172
6, 923, 263, -0.7985551357269287
7, 1075, 274, -0.5279008150100708
8, 905, 277, -0.5163053870201111
9, 1020, 350, -0.7148380279541016
10, 949, 354, -0.7122942209243774
11, 1221, 544, -0.31846001744270325
12, 757, 523, -0.308682918548584
13, 1264, 890, -0.18912068009376526
14, 682, 864, -0.20515932142734528
15, 1296, 1140, -0.4184737503528595
16, 670, 1107, -0.46850594878196716
17, 1311, 1226, -0.4913507103919983
18, 666, 1190, -0.5440933704376221
19, 1300, 1228, -0.5555506944656372
20, 692, 1163, -0.618888258934021
21, 1277, 1192, -0.452824205160141
22, 699, 1131, -0.5069245100021362
23, 1095, 1178, -0.052775051444768906
24, 821, 1166, 0.05477456375956535
25, 1091, 1655, 0.0002915237273555249
26, 783, 1655, 0.25334447622299194
27, 1084, 2071, 0.5234054923057556
28, 786, 2072, 0.7840980887413025
29, 1089, 2129, 0.557267963886261
30, 783, 2137, 0.8288366794586182
31, 1032, 2232, 0.1939028650522232
32, 821, 2216, 0.4431362748146057
0, 984, 306, -0.8143001198768616
1, 1016, 260, -0.7916208505630493
2, 1034, 259, -0.79176926612854
3, 1050, 258, -0.7919641137123108
4, 958, 263, -0.7903923392295837
5, 940, 263, -0.7902745604515076
6, 923, 264, -0.7906475067138672
7, 1075, 274, -0.5236285924911499
8, 905, 278, -0.5046408772468567
9, 1020, 350, -0.7058632969856262
10, 949, 354, -0.7007827758789062
11, 1220, 542, -0.31791064143180847
12, 757, 523, -0.293582946062088
13, 1264, 878, -0.19592919945716858
14, 682, 859, -0.19696012139320374
15, 1293, 1105, -0.44651496410369873
16, 676, 1101, -0.47204622626304626
17, 1313, 1200, -0.5261837840080261
18, 674, 1185, -0.5494593381881714
19, 1301, 1194, -0.5905768275260925
20, 701, 1156, -0.6226394176483154
21, 1277, 1160, -0.4812737703323364
22, 708, 1115, -0.5092283487319946
23, 1095, 1178, -0.05497586354613304
24, 821, 1168, 0.05690598487854004
25, 1094, 1650, 0.0422816127538681
26, 786, 1652, 0.2978959083557129
27, 1087, 2070, 0.5544344186782837
28, 790, 2071, 0.8406678438186646
29, 1091, 2127, 0.5878408551216125
30, 789, 2134, 0.8869321942329407
31, 1033, 2230, 0.22844572365283966
32, 824, 2214, 0.5104407668113708
0, 984, 306, -0.8049112558364868
1, 1016, 260, -0.7828586101531982
2, 1034, 259, -0.7829853296279907
3, 1050, 258, -0.7831652164459229
4, 958, 263, -0.7818071842193604
5, 940, 264, -0.7816924452781677
6, 923, 264, -0.7820492386817932
7, 1074, 274, -0.5185456871986389
8, 905, 279, -0.4993234872817993
9, 1020, 350, -0.697931706905365
10, 949, 354, -0.6928598284721375
11, 1220, 541, -0.317571759223938
12, 757, 523, -0.2922470271587372
13, 1264, 877, -0.19627729058265686
14, 683, 858, -0.1968241184949875
15, 1292, 1101, -0.4463094472885132
16, 679, 1099, -0.473296195268631
17, 1315, 1199, -0.5253286957740784
18, 675, 1182, -0.5504719614982605
19, 1301, 1192, -0.589522123336792
20, 701, 1153, -0.6242059469223022
21, 1277, 1159, -0.4810316860675812
22, 711, 1110, -0.5107141137123108
23, 1095, 1177, -0.0557396374642849
24, 821, 1170, 0.05764561891555786
25, 1096, 1649, 0.05475399270653725
26, 789, 1652, 0.3003760576248169
27, 1089, 2068, 0.5589381456375122
28, 795, 2070, 0.8341941833496094
29, 1093, 2126, 0.5915306210517883
30, 794, 2134, 0.8794593811035156
31, 1034, 2228, 0.23485811054706573
32, 826, 2212, 0.5045097470283508
0, 984, 305, -0.803976833820343
1, 1016, 259, -0.781897246837616
2, 1034, 258, -0.7820144891738892
3, 1050, 258, -0.7822034358978271
4, 958, 263, -0.7808616757392883
5, 940, 264, -0.7807818055152893
6, 923, 264, -0.7811823487281799
7, 1074, 274, -0.5144409537315369
8, 905, 279, -0.4884673058986664
9, 1020, 349, -0.6977177858352661
10, 949, 354, -0.6918182373046875
11, 1220, 541, -0.30971434712409973
12, 757, 522, -0.28235530853271484
13, 1264, 877, -0.19432096183300018
14, 683, 856, -0.19040508568286896
15, 1298, 1103, -0.44898927211761475
16, 679, 1099, -0.4743671715259552
17, 1337, 1199, -0.5290758013725281
18, 673, 1187, -0.5508696436882019
19, 1320, 1193, -0.5958190560340881
20, 700, 1159, -0.6279621720314026
21, 1294, 1159, -0.4851899743080139
22, 710, 1115, -0.5112481117248535
23, 1096, 1177, -0.060247503221035004
24, 821, 1170, 0.06221923977136612
25, 1096, 1649, 0.04239033907651901
26, 790, 1652, 0.28667086362838745
27, 1089, 2068, 0.5266218781471252
28, 796, 2073, 0.8134063482284546
29, 1093, 2127, 0.5559929013252258
30, 795, 2138, 0.859775722026825
31, 1034, 2227, 0.19066335260868073
32, 826, 2213, 0.4900709390640259
0, 984, 305, -0.8043506741523743
1, 1016, 259, -0.7805606722831726
2, 1034, 258, -0.7807106375694275
3, 1049, 258, -0.7809035778045654
4, 958, 263, -0.7794257402420044
5, 940, 264, -0.7793344259262085
6, 923, 264, -0.7797410488128662
7, 1073, 274, -0.5140500068664551
8, 905, 280, -0.48873084783554077
9, 1020, 349, -0.6980623006820679
10, 949, 354, -0.6921250820159912
11, 1221, 541, -0.30832651257514954
12, 758, 522, -0.28430917859077454
13, 1265, 877, -0.19389258325099945
14, 683, 855, -0.192514106631279
15, 1303, 1101, -0.4497823119163513
16, 679, 1100, -0.48110970854759216
17, 1347, 1201, -0.5295678377151489
18, 672, 1190, -0.5587800741195679
19, 1330, 1195, -0.5971633195877075
20, 700, 1164, -0.6381493210792542
21, 1303, 1161, -0.48650795221328735
22, 710, 1118, -0.5189492106437683
23, 1096, 1176, -0.061059996485710144
24, 821, 1170, 0.0630379319190979
25, 1096, 1648, 0.04190964996814728
26, 791, 1651, 0.28175088763237
27, 1089, 2067, 0.5228973627090454
28, 798, 2074, 0.8009082078933716
29, 1093, 2126, 0.5524124503135681
30, 797, 2139, 0.8459054231643677
31, 1035, 2226, 0.1899881809949875
32, 827, 2213, 0.4775468111038208
0, 984, 305, -0.7952521443367004
1, 1016, 259, -0.769238293170929
2, 1034, 258, -0.7694213390350342
3, 1049, 258, -0.7696408629417419
4, 958, 263, -0.7680155038833618
5, 940, 264, -0.7678680419921875
6, 923, 265, -0.7682878375053406
7, 1073, 274, -0.5032936334609985
8, 905, 280, -0.4803197979927063
9, 1021, 349, -0.6896252036094666
10, 950, 354, -0.6837865710258484
11, 1221, 541, -0.2990134358406067
12, 758, 523, -0.2856742739677429
13, 1266, 880, -0.1875351518392563
14, 683, 862, -0.19390670955181122
15, 1304, 1119, -0.43906497955322266
16, 678, 1123, -0.48071053624153137
17, 1353, 1223, -0.5179017782211304
18, 659, 1231, -0.558780312538147
19, 1334, 1219, -0.5866199731826782
20, 697, 1206, -0.6380350589752197
21, 1306, 1186, -0.4764415919780731
22, 710, 1151, -0.5185883045196533
23, 1097, 1176, -0.06066463515162468
24, 821, 1171, 0.06261514872312546
25, 1095, 1659, 0.04083389788866043
26, 790, 1661, 0.2684022784233093
27, 1088, 2081, 0.5428733825683594
28, 797, 2086, 0.783946692943573
29, 1092, 2141, 0.5744461417198181
30, 796, 2151, 0.8280645608901978
31, 1033, 2239, 0.20970134437084198
32, 827, 2229, 0.44205912947654724
0, 985, 305, -0.7896289825439453
1, 1016, 259, -0.7626811861991882
2, 1035, 258, -0.7628783583641052
3, 1049, 258, -0.7631064653396606
4, 958, 264, -0.7615330815315247
5, 941, 265, -0.7613658308982849
6, 923, 265, -0.7617908120155334
7, 1073, 274, -0.4972861409187317
8, 905, 281, -0.47596341371536255
9, 1021, 349, -0.6842883229255676
10, 950, 354, -0.6787010431289673
11, 1221, 541, -0.2929129898548126
12, 758, 523, -0.2865176498889923
13, 1267, 881, -0.18158510327339172
14, 683, 868, -0.19474487006664276
15, 1305, 1127, -0.43070098757743835
16, 678, 1134, -0.4795638620853424
17, 1358, 1231, -0.5082854628562927
18, 652, 1246, -0.558152437210083
19, 1337, 1228, -0.577028214931488
20, 696, 1221, -0.6367901563644409
21, 1309, 1195, -0.46811339259147644
22, 709, 1165, -0.5172959566116333
23, 1097, 1177, -0.059859856963157654
24, 821, 1173, 0.06178109347820282
25, 1094, 1664, 0.04027975723147392
26, 789, 1665, 0.26253101229667664
27, 1086, 2087, 0.552394449710846
28, 796, 2091, 0.7799637913703918
29, 1090, 2148, 0.5849283933639526
30, 795, 2156, 0.8242972493171692
31, 1032, 2246, 0.22174395620822906
32, 827, 2237, 0.4344923794269562
0, 985, 306, -0.8397728204727173
1, 1016, 260, -0.8118546009063721
2, 1035, 258, -0.8120651841163635
3, 1049, 258, -0.8122796416282654
4, 958, 264, -0.8122918605804443
5, 941, 265, -0.8122002482414246
6, 923, 266, -0.8126165866851807
7, 1073, 274, -0.5383102297782898
8, 905, 282, -0.5261017680168152
9, 1021, 349, -0.7309560179710388
10, 950, 354, -0.7278493642807007
11, 1221, 541, -0.3171563148498535
12, 758, 525, -0.3264046609401703
13, 1267, 884, -0.2008446753025055
14, 683, 872, -0.23302140831947327
15, 1314, 1150, -0.46208542585372925
16, 677, 1137, -0.5205963253974915
17, 1358, 1241, -0.5437053442001343
18, 649, 1251, -0.6025776267051697
19, 1337, 1238, -0.614612340927124
20, 698, 1218, -0.6823034286499023
21, 1309, 1205, -0.5007704496383667
22, 709, 1170, -0.5590965747833252
23, 1097, 1179, -0.058300700038671494
24, 821, 1174, 0.060151465237140656
25, 1094, 1669, 0.0475168339908123
26, 789, 1669, 0.25004297494888306
27, 1085, 2093, 0.5687094330787659
28, 795, 2096, 0.7608324289321899
29, 1089, 2153, 0.6012155413627625
30, 795, 2160, 0.8035704493522644
31, 1031, 2250, 0.2376188188791275
32, 826, 2241, 0.4098992943763733
0, 986, 306, -0.8408969044685364
1, 1016, 260, -0.8131834268569946
2, 1035, 258, -0.8133930563926697
3, 1049, 258, -0.8136063814163208
4, 958, 265, -0.8131195902824402
5, 941, 266, -0.8130254745483398
6, 923, 266, -0.8134390115737915
7, 1074, 274, -0.5409535765647888
8, 905, 282, -0.5268110632896423
9, 1022, 349, -0.732597291469574
10, 951, 354, -0.7288976311683655
11, 1222, 542, -0.32203298807144165
12, 758, 526, -0.32686227560043335
13, 1268, 886, -0.2072746902704239
14, 683, 874, -0.2333197444677353
15, 1314, 1148, -0.47027990221977234
16, 677, 1138, -0.5202820897102356
17, 1358, 1244, -0.5523488521575928
18, 646, 1252, -0.6018270254135132
19, 1337, 1241, -0.622948408126831
20, 698, 1215, -0.6813109517097473
21, 1309, 1208, -0.5088582038879395
22, 709, 1171, -0.5588585734367371
23, 1098, 1180, -0.05798446387052536
24, 821, 1174, 0.059811387211084366
25, 1093, 1672, 0.04995018243789673
26, 787, 1671, 0.24855752289295197
27, 1083, 2096, 0.5728217363357544
28, 794, 2098, 0.758453905582428
29, 1087, 2157, 0.6053451299667358
30, 794, 2162, 0.800873875617981
31, 1030, 2253, 0.24154578149318695
32, 825, 2244, 0.4073334038257599
0, 986, 306, -0.750671923160553
